,condition,label,sentence
8869,Sony Sonic Stage software,neutral,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8870,speakers,positive,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8871,subwoofer,positive,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8872,extended life battery,neutral,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8873,Docking port,neutral,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8874,bluetooth mouse,neutral,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8875,bluetooth enabled,negative,"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port."
8876,works,positive,"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter."
8877,Keynote,neutral,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.
8878,Powerpoint program,neutral,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.
8879,size,positive,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room."
8880,size,positive,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room."
8881,browser,neutral,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works."
8882,carry,positive,"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets."
8883,keyboard,negative,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.
8884,keyboard,negative,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.
8885,programs,negative,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues."
8886,drivers,negative,"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues."
8887,space,positive,Love that it doesn't take up space like a regular computer.
8888,customer service rep,neutral,Asked the customer service rep.
8889,genius bar staff,negative,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up."
8890,fan,neutral,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up."
8891,boot up,neutral,"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up."
