text,condition,label,score
"As expected, the wine list is as thoughtful as the menu the staff has earned my trust with their bullet-proof recommendations I have yet to be disappointed from their exhaustive list.",staff,Positive,2
"I'm a chef (30 years), and I can honestly say that I've finally found Italian food worth eating at a reasonable price.",chef,Neutral,1
"I'm a chef (30 years), and I can honestly say that I've finally found Italian food worth eating at a reasonable price.",price,Positive,2
"Forget about the staff and go for the food and pleasant, if a bit cramped Lancaster, Pennsylvania like decor for comfort.",staff,Negative,0
"Forget about the staff and go for the food and pleasant, if a bit cramped Lancaster, Pennsylvania like decor for comfort.",food,Positive,2
"Forget about the staff and go for the food and pleasant, if a bit cramped Lancaster, Pennsylvania like decor for comfort.",decor,Positive,2
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",basil,Neutral,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,Neutral,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",flour,Neutral,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",pizza,Positive,2
"I had high hopes for this high-ranked wonder, only to be let down by inattentive service doubled by LONG food and drink wait times.",food,Neutral,1
"I had high hopes for this high-ranked wonder, only to be let down by inattentive service doubled by LONG food and drink wait times.",wait times,Negative,0
"Some of the food is the Italian American red-sauce variety - fine if you're stuck in the past, but, there are also a number of very good, far more authentic Italian items at most reasonable prices.",food,Neutral,1
"Some of the food is the Italian American red-sauce variety - fine if you're stuck in the past, but, there are also a number of very good, far more authentic Italian items at most reasonable prices.",variety,Neutral,1
"Some of the food is the Italian American red-sauce variety - fine if you're stuck in the past, but, there are also a number of very good, far more authentic Italian items at most reasonable prices.",prices,Positive,2
After we finished our salad our waitress told us that they had run out of roast lamb and pastitichio.,salad,Neutral,1
After we finished our salad our waitress told us that they had run out of roast lamb and pastitichio.,waitress,Negative,0
After we finished our salad our waitress told us that they had run out of roast lamb and pastitichio.,roast lamb,Neutral,1
"The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.",steak au poivre,Positive,2
"The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.",menu,Neutral,1
"The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.",crab cakes,Neutral,1
The Japanese folk music blaring on the quaint speakers are a trip and they have some interesting things on the menu like bull pen|s and turkey testicles.,Japanese folk music,Neutral,1
The Japanese folk music blaring on the quaint speakers are a trip and they have some interesting things on the menu like bull pen|s and turkey testicles.,speakers,Positive,2
The Japanese folk music blaring on the quaint speakers are a trip and they have some interesting things on the menu like bull pen|s and turkey testicles.,menu,Neutral,1
The Japanese folk music blaring on the quaint speakers are a trip and they have some interesting things on the menu like bull pen|s and turkey testicles.,turkey testicles,Neutral,1
"The menu includes the usual Chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house.",menu,Neutral,1
"The menu includes the usual Chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house.",dishes,Positive,2
"The menu includes the usual Chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house.",house,Neutral,1
Greek Glasswine is still on menu along side good value bottle selections fromaround the world.,menu,Neutral,1
Greek Glasswine is still on menu along side good value bottle selections fromaround the world.,value bottle selections,Positive,2
"The manager came personally to apologize and to my surprise, he brought me the drink, a big chocolate chip cookie, and a bag of chips!!!",manager,Positive,2
"The manager came personally to apologize and to my surprise, he brought me the drink, a big chocolate chip cookie, and a bag of chips!!!",drink,Neutral,1
"The manager came personally to apologize and to my surprise, he brought me the drink, a big chocolate chip cookie, and a bag of chips!!!",big chocolate chip cookie,Neutral,1
"The manager came personally to apologize and to my surprise, he brought me the drink, a big chocolate chip cookie, and a bag of chips!!!",bag of chips,Neutral,1
"of course i haven't mentioned the fact that we walked in on time for our reservation only to wait in the empty bar for over half an hour, being seated when we reminded the hostess that we were still waiting.",reservation,Neutral,1
"of course i haven't mentioned the fact that we walked in on time for our reservation only to wait in the empty bar for over half an hour, being seated when we reminded the hostess that we were still waiting.",bar,Neutral,1
"of course i haven't mentioned the fact that we walked in on time for our reservation only to wait in the empty bar for over half an hour, being seated when we reminded the hostess that we were still waiting.",hostess,Negative,0
Went the next day for lunch - menu too pricey for lunch and the waiter was the WORST !!,day,Neutral,1
Went the next day for lunch - menu too pricey for lunch and the waiter was the WORST !!,menu,Negative,0
Went the next day for lunch - menu too pricey for lunch and the waiter was the WORST !!,waiter,Negative,0
