text,condition,label,score
Runs smooth and quick .,Runs,Positive,2
I ' v spent as much for shipping as I would to buy a new netbook -- of course a different brand .,shipping,Negative,0
"The system constantly overheats , the battery life is too short , the case is coming apart , and my core applications that I use every day in my work as a graphic artist run poorly .",case,Negative,0
"The apple care has never failed me , and I expect it to be the same for this computer as well .",apple care,Positive,2
"As usual at customer service center , she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague -LRB- I could see them -RRB- .",customer service center,Negative,0
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed .,system,Negative,0
"Programs would crash all the time , and it turned out to be a very unstable , unreliable laptop for me .",Programs,Negative,0
True quality at a great price !,price,Positive,2
"If what you need is a machine to do some surfing , email checking , word processing , and watching a movie or two , this is the machine you want .",surfing,Neutral,1
"Externally the keys on my keyboard are falling off , after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit , and the screen has a terrible glare .",keys,Negative,0
Windows Vista makes this computer almost unusable for online service .,Windows Vista,Negative,0
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English .,Windows,Neutral,1
The AMD Turin processor seems to always perform so much better than Intel .,AMD Turin processor,Positive,2
"In due course , I 'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash .",hard disc,Negative,0
This is the complete opposite to an ergonomic design .,design,Negative,0
"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .",value,Positive,2
"The feel of this is better than the Toshiba , too .",feel,Positive,2
I guess he was the technical person .,technical person,Neutral,1
It works really well .,works,Positive,2
"The difference is it 's a whole lot of fun using the laptop now , still learning the Apple navigation , but is fun and comes with a lot of cool apps .",Apple navigation,Neutral,1
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",features,Positive,2
"I love windows 7 but i ca n't give Toshiba any credit for that , unless y' all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time .",ergonomics,Negative,0
The price and features more than met my needs .,features,Positive,2
"Granted , it 's still a very new laptop but in comparison to my previous laptops and desktops , my Mac boots up noticeably quicker .",boots up,Positive,2
"Browsing , also , was no problem for me when I used itunes -LRB- which usually slows down my PC -RRB- .",Browsing,Positive,2
Moral of the story : - Do not buy anything from companies that do not respect their customers .,companies,Negative,0
"Its not just slow on the internet , its slow in general .",internet,Negative,0
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of , like my cad programs .",windows,Neutral,1
not using wired lan not sure what thats about .,wired lan,Neutral,1
The case is carved out of a single block of aluminum .,case,Neutral,1
"I wish iWork or MS Office came with the Mac , but MS Office does n't even come with most pc laptops .",iWork,Negative,0
"My only disappointment with the 13 '' model is that they 're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards , however the trade-off is that you achieve a longer battery life -LRB- of about 2 more hours -RRB- .",battery life,Positive,2
With a MAC computer I have more free time as I do n't have to wait for windows to boot up or shut down and all the viruses associated with windows .,shut down,Negative,0
I have no idea how this could have even gotten past quality control during production .,quality control,Negative,0
"Not only are the versions of these programs able to be saved , worked on and opened on both a PC and Mac , the versions of these programs on a Mac are graphically and functionally superior .",programs,Positive,2
STOPPED BOOTING UP less than a week after my one-year warranty was up .,one-year warranty,Neutral,1
The only problems are the sound isnt very loud I have to wear headphones .,sound,Negative,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,BATTERY,Negative,0
"Without a doubt , the * design * of this laptop is fantastic .",design,Positive,2
"My daughter uses it for games , email , facebook , pictures and music .",games,Neutral,1
It is light and the battery last a very long time .,battery,Positive,2
So what am I supposed to do ? The LG service center can not provide me the `` service '' when it is called the `` service center '' .,LG service center,Negative,0
My wireless system would not recognize Windows 7 and I could n't get online to find out why .,Windows 7,Neutral,1
